"id","name","side","avg_bat_speed","swing_tilt","attack_angle","attack_direction","ideal_attack_angle_rate","avg_intercept_y_vs_plate","avg_intercept_y_vs_batter","avg_batter_y_position","avg_batter_x_position","competitive_swings"
673357,"Robert Jr., Luis","R","75.613043555",36.51806479647002,12.167208968773298,-5.173875267912885,0.5394190871369294,-0.8051525489196161,30.48367470064927,31.288827249568886,27.195697144361745,723
682985,"Greene, Riley","L","75.60623192",44.61240496741286,13.875298233031202,1.2343969771376586,0.4358565737051792,2.1545433785603056,32.03076309095906,29.876219712398747,24.652797116024733,1255
662139,"Varsho, Daulton","L","75.592027603",29.795991234225273,12.807680754496682,-3.736849730878875,0.6220302375809935,-0.8309199770719204,28.02783546930254,28.858755446374463,25.99699157510976,463
694212,"Basallo, Samuel","L","75.494351542",29.994720505496623,9.701025541940004,-1.6124984281290824,0.5841121495327103,2.3589216458350863,34.139578121713996,31.780656475878907,24.583737904515875,214
663662,"Cameron, Daz","R","75.437083867",32.75453318526213,5.101902391097886,-7.440148995615797,0.3733333333333333,5.040051206349923,31.304504297374276,26.26445309102435,27.259457721253206,75
676812,"McCusker, Carson","R","75.404694259",39.057451432262255,16.376918607941338,-4.311903769286044,0.38888888888888884,4.132133706140936,28.975199575084137,24.843065868943203,32.70308184860124,54
683002,"Henderson, Gunnar","L","75.357449345",29.060276811190057,8.459509392575418,1.009601721137008,0.5088868101028999,6.727806670860217,33.40817369411438,26.680367023254156,25.810926706737945,1069
686948,"Baldwin, Drake","L","75.302231992",31.68899222781591,9.352265242318646,3.150125453121584,0.48071979434447304,2.1463285644909615,28.71950172133978,26.573173156848824,28.216126811229806,778
624413,"Alonso, Pete","R","75.256778967",33.82423462296148,10.120207279092039,1.0611599501945435,0.5984112974404238,3.8655743497012436,28.263390918913128,24.397816569211887,27.14281370792843,1133
663728,"Raleigh, Cal","R","75.247346749",34.32467201860294,17.900682628366827,-8.284740079953593,0.4512383900928792,7.531872005466002,35.99010421641401,28.458232210948015,24.486472985228204,1292
656541,"Hilliard, Sam","L","75.231027238",25.41655427606293,8.839954355666748,-2.7470134970903235,0.4952380952380953,8.68815789188177,34.325322433576495,25.63716454169473,28.596853205201718,105
682663,"Ramírez, Agustín","R","75.23016891",25.17712520498064,7.312355851393981,-2.9123820326867635,0.5322751322751321,2.0811429214953368,30.343104752967452,28.26196183147211,30.154808550845015,945
663624,"Mountcastle, Ryan","R","75.208351186",36.0234256477173,7.231839492010803,-0.8856395585572511,0.40285714285714286,1.9135380756983411,27.49202132073282,25.57848324503447,31.112445047094777,700
701350,"Anthony, Roman","L","75.14686412",30.097268967689363,10.63929375074327,-1.3272170890045563,0.5277108433734938,7.054215567273853,36.03692715998849,28.982711592714626,25.38837945256369,415
671213,"Casas, Triston","L","75.123075737",36.0135929065748,15.02079482205932,-5.20326604219787,0.4368421052631579,0.48078951469640324,32.80485391911983,32.32406440442342,29.49779483368382,190
805904,"Cole, Zach","L","75.107934096",31.4914277863178,9.64537329861415,-1.0663355012636457,0.45783132530120485,2.949473068472878,24.35367303841181,21.404199969938933,29.150717214434287,83
672356,"Arias, Gabriel","R","75.07646303",29.076045230617353,9.727772887340217,1.2032604711156485,0.5367727771679474,5.266487707361551,34.41051826248462,29.144030555123067,35.607337846247766,911
621439,"Buxton, Byron","R","75.034829251",34.037258964912986,14.115132053393252,-6.234144958528195,0.5792291220556745,4.675556076565208,28.240100954120695,23.56454487755549,27.764556111202417,934
669065,"Stowers, Kyle","L","75.003284631",33.87021867822276,11.619666485816563,0.31328232926442595,0.5233415233415234,1.8863901192779542,31.495004490475285,29.60861437119733,29.310556791584723,814
691373,"Garcia, Jhostynxon","R","74.966657143",38.356639903017054,12.630867653200882,2.169302136160148,0.2142857142857143,0.8680892883292579,28.048616369697058,27.1805270813678,25.194343343063764,14
656305,"Chapman, Matt","R","74.95186142",25.350092588736732,5.599078882144628,-3.834480470841771,0.5327669902912623,-0.9418090921027273,27.44352837098151,28.38533746308423,29.81118849470134,824
680769,"Alexander, CJ","L","74.881265313",36.546974013420005,12.72002268599325,-9.381428456149024,0.5625,1.830714521670184,35.29055695288687,33.459842431216686,28.10395917261362,32
695600,"Jensen, Carter","L","74.840443178",26.59753708276855,3.6877207233895275,1.299364640551435,0.4108527131782946,11.120106497512678,36.362225937467244,25.24211943995456,27.064230680710107,129
683146,"Baty, Brett","L","74.80152152",35.46719956518595,8.440326356430809,3.7345837158500212,0.4755927475592748,-3.3811228331677556,26.65933238012651,30.040455213294273,30.264337954601505,717
687515,"Thomas, Colby","R","74.786274065",28.921808059406203,11.781217396166005,-5.198586684769671,0.5569105691056911,-1.120667298122883,28.614766541876346,29.73543383999923,27.37129530033495,246
683357,"Caissie, Owen","L","74.785902182",35.169834197599094,8.23205870263502,-0.5756643602208791,0.4545454545454545,1.8470415999748995,31.990268876879963,30.143227276905062,28.812883261747878,55
685301,"Gorski, Matt","R","74.7819525",31.45755579930065,16.488814649739453,-4.392190292735653,0.46249999999999997,7.817759157319605,37.16367609264088,29.34591693532127,27.718085348579525,80
680776,"Duran, Jarren","L","74.780223881",26.551073181921844,5.56657766719074,0.18173493465112744,0.444954128440367,3.164591736287339,31.711843136756027,28.547251400468685,30.50011775356838,1090
657757,"Sheets, Gavin","L","74.776802238",27.541411412375318,8.39507398798288,-7.481557752534962,0.5393013100436682,4.851930975765558,34.1050383729819,29.253107397216347,29.156159017608243,916
642133,"Tellez, Rowdy","L","74.750592416",29.764902418810404,8.037565855838293,-7.697074856895115,0.5465346534653464,7.796770672138014,35.2627478148952,27.465977142757197,25.950071360746573,505
691723,"Mayo, Coby","R","74.732944435",35.577122235828305,10.87550252059778,-16.591392450360022,0.4523281596452328,10.991902207842347,35.70166142597363,24.709759218131275,27.576834150970125,451
682998,"Carroll, Corbin","L","74.653640647",25.737202954732616,10.984249281900695,-3.339929701185317,0.6839186691312384,5.977992253994858,36.64063314500268,30.662640891007836,29.911065586140715,1082
669394,"Burger, Jake","R","74.646523071",24.945845634169906,7.6083570072666316,-4.0909686179756495,0.5339506172839507,7.866651625132585,31.554862163683453,23.68821053855086,31.767621459423083,648
606466,"Marte, Ketel","R","74.616460948",32.02875953489806,10.146319081936303,-7.192869882541299,0.6149289099526066,6.668725414778758,36.765315514233954,30.09659009945518,22.86616151688464,844
666211,"Trammell, Taylor","L","74.565880688",29.99663043626195,11.462800626369436,-4.263178249047314,0.4770642201834862,0.4151450910346387,30.063980418802036,29.648835327767394,26.38564269424863,218
692585,"Fernández, Yanquiel","L","74.534854241",28.602225411168288,10.56605409710883,-11.419695779257257,0.5551724137931033,9.196154198751568,36.38487821431396,27.188724015562393,27.687854962767172,290
666464,"Encarnacion, Jerar","R","74.525672857",38.39498681087751,10.920344105479565,1.0412910286229768,0.4999999999999999,4.247235193313273,32.076656895867835,27.829421702554566,29.087710204162597,84
592669,"Renfroe, Hunter","R","74.511787152",25.60368823638592,9.071102999756533,-6.66753872651908,0.642384105960265,8.184879247832656,37.00686060109087,28.821981353258217,29.13334234202322,151
701358,"Smith, Cam","R","74.498750667",38.09379114299078,7.5108098311623195,-1.197033525187992,0.39322033898305087,4.032137283018135,29.394083260082304,25.361945977064163,30.346725112388313,885
682829,"De La Cruz, Elly","R","74.485111062",33.65165362233352,8.295005150584931,-0.26227728680767237,0.49492151431209586,8.006368407276069,36.961630101534666,28.955261694258606,29.942280768720313,1083
